datum,kumulativni_pocet_nakazenych,kumulativni_pocet_vylecenych,kumulativni_pocet_umrti,kumulativni_pocet_testu,kumulativni_pocet_ag_testu,prirustkovy_pocet_nakazenych,prirustkovy_pocet_vylecenych,prirustkovy_pocet_umrti,prirustkovy_pocet_provedenych_testu,prirustkovy_pocet_provedenych_ag_testu,kumulativni_pocet_nove_nakazenych_primoinfekce,kumulativni_pocet_nove_nakazenych_reinfekce,prirustkovy_pocet_nove_nakazenych_primoinfekce,prirustkovy_pocet_nove_nakazenych_reinfekce
2020-12-21,639041,564331,10808,3566670,603010,8309,6254,104,29537,49659,638834,207,8302,7
2020-12-22,650525,567011,10910,3602959,644734,11484,2680,102,36289,41724,650316,209,11482,2
2020-12-23,664803,568919,11025,3644828,689666,14278,1908,115,41869,44932,664585,218,14269,9
2020-12-24,669236,576536,11136,3655541,698594,4433,7617,111,10713,8928,669014,222,4429,4
2020-12-25,671952,584407,11242,3663360,705484,2716,7871,106,7819,6890,671727,225,2713,3
2020-12-26,675050,592209,11367,3672075,717130,3098,7802,125,8715,11646,674821,229,3094,4
2020-12-27,678916,599538,11475,3682558,729382,3866,7329,108,10483,12252,678684,232,3863,3
2020-12-28,690048,608001,11606,3710760,775341,11132,8463,131,28202,45959,689813,235,11129,3
2020-12-29,706334,612068,11738,3746835,806725,16286,4067,132,36075,31384,706089,245,16276,10
2020-12-30,723568,615314,11888,3782276,838597,17234,3246,150,35441,31872,723310,258,17221,13
2020-12-31,736990,626390,12017,3810183,857991,13422,11076,129,27907,19394,736723,267,13413,9
2021-01-01,740513,638664,12169,3816768,863432,3523,12274,152,6585,5441,740240,273,3517,6
2021-01-02,745590,649877,12321,3830217,879081,5077,11213,152,13449,15649,745315,275,5075,2
2021-01-03,751961,652018,12462,3845539,893539,6371,2141,141,15322,14458,751678,283,6363,8
2021-01-04,765099,654747,12614,3880720,949760,13138,2729,152,35181,56221,764804,295,13126,12
2021-01-05,782703,659044,12795,3924738,985027,17604,4297,181,44018,35267,782392,311,17588,16
2021-01-06,800719,664000,12959,3963789,1015069,18016,4956,164,39051,30042,800400,319,18008,8
2021-01-07,815866,678521,13146,4002763,1043568,15147,14521,187,38974,28499,815528,338,15128,19
2021-01-08,829154,694505,13343,4041526,1074818,13288,15984,197,38763,31250,828808,346,13280,8
2021-01-09,837722,710748,13508,4062610,1089280,8568,16243,165,21084,14462,837367,355,8559,9
2021-01-10,842129,719520,13692,4074929,1102046,4407,8772,184,12319,12766,841769,360,4402,5
2021-01-11,851694,721655,13856,4108939,1152817,9565,2135,164,34010,50771,851320,374,9551,14
2021-01-12,862621,728617,14033,4145301,1183351,10927,6962,177,36362,30534,862232,389,10912,15
2021-01-13,873665,734967,14197,4177676,1211814,11044,6350,164,32375,28463,873263,402,11031,13
2021-01-14,881882,753018,14378,4207983,1238151,8217,18051,181,30307,26337,881468,414,8205,12
2021-01-15,891314,770472,14542,4239181,1267442,9432,17454,164,31198,29291,890890,424,9422,10
2021-01-16,896621,785418,14698,4256572,1277655,5307,14946,156,17391,10213,896190,431,5300,7
2021-01-17,899309,798733,14856,4265410,1286610,2688,13315,158,8838,8955,898876,433,2686,2
2021-01-18,907121,811499,15016,4295225,1329067,7812,12766,160,29815,42457,906671,450,7795,17
2021-01-19,916843,816943,15173,4327025,1353059,9722,5444,157,31800,23992,916375,468,9704,18
2021-01-20,925165,821313,15321,4355773,1375845,8322,4370,148,28748,22786,924688,477,8313,9
2021-01-21,932838,833615,15473,4380918,1399315,7673,12302,152,25145,23470,932353,485,7665,8
2021-01-22,941439,844209,15609,4411319,1428138,8601,10594,136,30401,28823,940922,517,8569,32
2021-01-23,945745,853852,15752,4425457,1440750,4306,9643,143,14138,12612,945219,526,4297,9
2021-01-24,948203,861914,15897,4433350,1450951,2458,8062,145,7893,10201,947666,537,2447,11
2021-01-25,955311,870662,16037,4460621,1499091,7108,8748,140,27271,48140,954749,562,7083,25
2021-01-26,964624,874419,16180,4490072,1527455,9313,3757,143,29451,28364,964032,592,9283,30
2021-01-27,973267,877226,16340,4520561,1556413,8643,2807,160,30489,28958,972651,616,8619,24
2021-01-28,981408,886931,16476,4546383,1584944,8141,9705,136,25822,28531,980754,654,8103,38
2021-01-29,989559,895909,16628,4577722,1616656,8151,8978,152,31339,31712,988879,680,8125,26
2021-01-30,993687,903833,16754,4592153,1633427,4128,7924,126,14431,16771,992992,695,4113,15
2021-01-31,996331,910835,16875,4599793,1648498,2644,7002,121,7640,15071,995620,711,2628,16
2021-02-01,1003698,918526,17008,4627301,1705365,7367,7691,133,27508,56867,1002960,738,7340,27
2021-02-02,1012959,921756,17143,4657299,1739363,9261,3230,135,29998,33998,1012189,770,9229,32
2021-02-03,1022761,924471,17280,4689097,1772728,9802,2715,137,31798,33365,1021941,820,9752,50
2021-02-04,1030976,934329,17409,4716846,1807132,8215,9858,129,27749,34404,1030110,866,8169,46
2021-02-05,1039687,943339,17536,4748046,1844736,8711,9010,127,31200,37604,1038790,897,8680,31
2021-02-06,1044562,951081,17664,4762947,1862189,4875,7742,128,14901,17453,1043647,915,4857,18
2021-02-07,1047051,958045,17795,4770767,1879476,2489,6964,131,7820,17287,1046127,924,2480,9
2021-02-08,1054994,965849,17934,4796374,1936326,7943,7804,139,25607,56850,1054028,966,7901,42
2021-02-09,1065423,968828,18067,4827752,1973523,10429,2979,133,31378,37197,1064396,1027,10368,61
2021-02-10,1075095,971515,18201,4857683,2009316,9672,2687,134,29931,35793,1074025,1070,9629,43
2021-02-11,1084228,981379,18332,4885928,2044899,9133,9864,131,28245,35583,1083126,1102,9101,32
2021-02-12,1093182,990479,18476,4916994,2086778,8954,9100,144,31066,41879,1092044,1138,8918,36
2021-02-13,1098401,998941,18594,4933454,2106839,5219,8462,118,16460,20061,1097236,1165,5192,27
2021-02-14,1101347,1006620,18743,4941845,2127521,2946,7679,149,8391,20682,1100170,1177,2934,12
2021-02-15,1110386,1015144,18872,4970979,2192643,9039,8524,129,29134,65122,1109160,1226,8990,49
2021-02-16,1123137,1018317,19022,5005523,2237790,12751,3173,150,34544,45147,1121850,1287,12690,61
2021-02-17,1134218,1021047,19154,5038310,2281554,11081,2730,132,32787,43764,1132869,1349,11019,62
2021-02-18,1146079,1031550,19327,5072389,2327285,11861,10503,173,34079,45731,1144662,1417,11793,68
2021-02-19,1157501,1041181,19509,5109901,2377848,11422,9631,182,37512,50563,1156025,1476,11363,59
2021-02-20,1164382,1050391,19686,5128712,2399276,6881,9210,177,18811,21428,1162863,1519,6838,43
2021-02-21,1168518,1058684,19834,5138289,2425006,4136,8293,148,9577,25730,1166978,1540,4115,21
2021-02-22,1180110,1067820,20000,5172194,2501905,11592,9136,166,33905,76899,1178504,1606,11526,66
2021-02-23,1196114,1071338,20148,5213110,2558496,16004,3518,148,40916,56591,1194424,1690,15920,84
2021-02-24,1210100,1074506,20292,5253291,2615790,13986,3168,144,40181,57294,1208317,1783,13893,93
2021-02-25,1224870,1086744,20475,5293061,2674508,14770,12238,183,39770,58718,1223009,1861,14692,78
2021-02-26,1239863,1097918,20666,5334950,2736680,14993,11174,191,41889,62172,1237920,1943,14911,82
2021-02-27,1247806,1109046,20859,5358016,2764084,7943,11128,193,23066,27404,1245838,1968,7918,25
2021-02-28,1252482,1119794,21042,5369723,2792822,4676,10748,183,11707,28738,1250491,1991,4653,23
2021-03-01,1265007,1131378,21248,5404845,2887842,12525,11584,206,35122,95020,1262955,2052,12464,61
2021-03-02,1282010,1136151,21441,5449428,2961932,17003,4773,193,44583,74090,1279862,2148,16907,96
2021-03-03,1297462,1140223,21643,5490593,3039386,15452,4072,202,41165,77454,1295212,2250,15350,102
2021-03-04,1312316,1155806,21861,5530454,3132339,14854,15583,218,39861,92953,1309980,2336,14768,86
2021-03-05,1325685,1170787,22048,5573252,3232496,13369,14981,187,42798,100157,1323262,2423,13282,87
2021-03-06,1334970,1184897,22257,5595261,3269175,9285,14110,209,22009,36679,1332471,2499,9209,76
2021-03-07,1339072,1197986,22461,5606360,3305840,4102,13089,204,11099,36665,1336545,2527,4074,28
2021-03-08,1349918,1211198,22697,5639169,3484555,10846,13212,236,32809,178715,1347336,2582,10791,55
2021-03-09,1365455,1216673,22930,5679260,3658995,15537,5475,233,40091,174440,1362827,2628,15491,46
2021-03-10,1380235,1221530,23159,5720247,3841293,14780,4857,229,40987,182298,1377532,2703,14705,75
2021-03-11,1391667,1222284,23389,5755532,4036646,11432,754,230,35285,195353,1388909,2758,11377,55
2021-03-12,1406861,1223123,23602,5795294,4202509,15194,839,213,39762,165863,1404008,2853,15099,95
2021-03-13,1414013,1223497,23780,5813136,4253849,7152,374,178,17842,51340,1411121,2892,7113,39
2021-03-14,1417450,1223836,24009,5821423,4306230,3437,339,229,8287,52381,1414534,2916,3413,24
2021-03-15,1428269,1241043,24247,5854900,4547590,10819,17207,238,33477,241360,1425291,2978,10757,62
2021-03-16,1442500,1256692,24466,5892264,4754610,14231,15649,219,37364,207020,1439461,3039,14170,61
2021-03-17,1454743,1271489,24665,5926606,4954736,12243,14797,199,34342,200126,1451634,3109,12173,70
2021-03-18,1465614,1285360,24880,5957459,5154259,10871,13871,215,30853,199523,1462453,3161,10819,52
2021-03-19,1475503,1299007,25054,5989555,5316713,9889,13647,174,32096,162454,1472279,3224,9826,63
2021-03-20,1481107,1304011,25239,6006662,5365173,5604,5004,185,17107,48460,1477850,3257,5571,33
2021-03-21,1483574,1308070,25432,6014617,5417866,2467,4059,193,7955,52693,1480305,3269,2455,12
2021-03-22,1491962,1324076,25642,6044217,5677523,8388,16006,210,29600,259657,1488650,3312,8345,43
2021-03-23,1503170,1338941,25836,6077760,5906441,11208,14865,194,33543,228918,1499795,3375,11145,63
2021-03-24,1512184,1352295,26021,6105978,6123019,9014,13354,185,28218,216578,1508749,3435,8954,60
2021-03-25,1520212,1364841,26182,6133709,6334405,8028,12546,161,27731,211386,1516752,3460,8003,25
2021-03-26,1528110,1377218,26337,6160815,6499135,7898,12377,155,27106,164730,1524563,3547,7811,87
2021-03-27,1532162,1381523,26519,6173442,6539564,4052,4305,182,12627,40429,1528591,3571,4028,24
2021-03-28,1533970,1384930,26636,6179753,6584282,1808,3407,117,6311,44718,1530389,3581,1798,10
2021-03-29,1541034,1399577,26817,6206756,6857938,7064,14647,181,27003,273656,1537398,3636,7009,55
2021-03-30,1549806,1412349,26988,6235732,7091159,8772,12772,171,28976,233221,1546115,3691,8717,55
2021-03-31,1557182,1423454,27142,6261738,7313836,7376,11105,154,26006,222677,1553437,3745,7322,54
2021-04-01,1563554,1433289,27295,6286573,7568557,6372,9835,153,24835,254721,1559757,3797,6320,52
2021-04-02,1567486,1442755,27399,6301201,7622778,3932,9466,104,14628,54221,1563655,3831,3898,34
2021-04-03,1569697,1445796,27526,6309576,7660069,2211,3041,127,8375,37291,1565854,3843,2199,12
2021-04-04,1571688,1448392,27672,6316671,7696098,1991,2596,146,7095,36029,1567831,3857,1977,14
2021-04-05,1573157,1459600,27797,6324268,7756005,1469,11208,125,7597,59907,1569289,3868,1458,11
2021-04-06,1578849,1469508,27912,6349950,8157447,5692,9908,115,25682,401442,1574932,3917,5643,49
2021-04-07,1586024,1478241,28033,6377750,8422578,7175,8733,121,27800,265131,1582053,3971,7121,54
2021-04-08,1591401,1485434,28155,6400090,8657587,5377,7193,122,22340,235009,1587397,4004,5344,33
2021-04-09,1596320,1493069,28262,6422822,8819213,4919,7635,107,22732,161626,1592291,4029,4894,25
2021-04-10,1598590,1495437,28373,6433944,8862223,2270,2368,111,11122,43010,1594544,4046,2253,17
2021-04-11,1599609,1497458,28466,6439812,8916787,1019,2021,93,5868,54564,1595552,4057,1008,11
2021-04-12,1603571,1507097,28551,6461331,9212486,3962,9639,85,21519,295699,1599472,4099,3920,42
2021-04-13,1608761,1514866,28643,6485604,9473710,5190,7769,92,24273,261224,1604622,4139,5150,40
2021-04-14,1612548,1521611,28733,6506652,9708484,3787,6745,90,21048,234774,1608386,4162,3764,23
2021-04-15,1615896,1527790,28820,6524142,9936455,3348,6179,87,17490,227971,1611709,4187,3323,25
2021-04-16,1619183,1530335,28886,6543332,10087265,3287,2545,66,19190,150810,1614970,4213,3261,26
2021-04-17,1620767,1532449,28960,6553091,10128784,1584,2114,74,9759,41519,1616539,4228,1569,15
2021-04-18,1621635,1534240,29038,6559280,10189411,868,1791,78,6189,60627,1617399,4236,860,8
2021-04-19,1625034,1535841,29110,6580888,10491317,3399,1601,72,21608,301906,1620776,4258,3377,22
2021-04-20,1628907,1543726,29174,6603194,10747046,3873,7885,64,22306,255729,1624622,4285,3846,27
2021-04-21,1631916,1550094,29238,6622417,10979984,3009,6368,64,19223,232938,1627618,4298,2996,13
2021-04-22,1634596,1554763,29294,6640575,11213822,2680,4669,56,18158,233838,1630283,4313,2665,15
2021-04-23,1637260,1559013,29348,6658803,11372237,2664,4250,54,18228,158415,1632924,4336,2641,23
2021-04-24,1638602,1560495,29405,6668025,11418458,1342,1482,57,9222,46221,1634257,4345,1333,9
2021-04-25,1639464,1561704,29458,6673428,11474636,862,1209,53,5403,56178,1635109,4355,852,10
2021-04-26,1642129,1567369,29516,6694464,11780401,2665,5665,58,21036,305765,1637742,4387,2633,32
2021-04-27,1645423,1571601,29568,6714558,12038218,3294,4232,52,20094,257817,1641015,4408,3273,21
2021-04-28,1647962,1575225,29635,6734306,12276432,2539,3624,67,19748,238214,1643532,4430,2517,22
2021-04-29,1650242,1578320,29678,6753210,12515467,2280,3095,43,18904,239035,1645785,4457,2253,27
2021-04-30,1652470,1581440,29728,6772582,12674998,2228,3120,50,19372,159531,1647988,4482,2203,25
2021-05-01,1653677,1582517,29763,6782910,12710615,1207,1077,35,10328,35617,1649183,4494,1195,12
2021-05-02,1654209,1583364,29799,6788691,12780945,532,847,36,5781,70330,1649713,4496,530,2
2021-05-03,1656481,1587962,29839,6808384,13130621,2272,4598,40,19693,349676,1651961,4520,2248,24
2021-05-04,1658945,1591282,29884,6828145,13413406,2464,3320,45,19761,282785,1654405,4540,2444,20
2021-05-05,1660861,1594085,29921,6844829,13668024,1916,2803,37,16684,254618,1656305,4556,1900,16
2021-05-06,1662475,1596737,29965,6860748,13917160,1614,2652,44,15919,249136,1657901,4574,1596,18
2021-05-07,1664154,1599554,29994,6878732,14081711,1679,2817,29,17984,164551,1659565,4589,1664,15
2021-05-08,1664903,1600450,30026,6890869,14119911,749,896,32,12137,38200,1660305,4598,740,9
2021-05-09,1665311,1601164,30061,6896751,14188308,408,714,35,5882,68397,1660705,4606,400,8
2021-05-10,1666903,1605050,30094,6918977,14543173,1592,3886,33,22226,354865,1662282,4621,1577,15
2021-05-11,1668634,1607799,30127,6936437,14820977,1731,2749,33,17460,277804,1663998,4636,1716,15
2021-05-12,1669934,1610247,30160,6951708,15069014,1300,2448,33,15271,248037,1665287,4647,1289,11
2021-05-13,1671192,1612406,30182,6966026,15323343,1258,2159,22,14318,254329,1666529,4663,1242,16
2021-05-14,1672279,1614626,30200,6983415,15490575,1087,2220,18,17389,167232,1667596,4683,1067,20
2021-05-15,1672886,1615329,30216,6998482,15530601,607,703,16,15067,40026,1668197,4689,601,6
2021-05-16,1673160,1615944,30229,7005602,15597112,274,615,13,7120,66511,1668467,4693,270,4
2021-05-17,1674326,1618858,30252,7042092,15983194,1166,2914,23,36490,386082,1669617,4709,1150,16
2021-05-18,1675567,1620913,30266,7066780,16273370,1241,2055,14,24688,290176,1670841,4726,1224,17
2021-05-19,1676368,1622789,30283,7092069,16535283,801,1876,17,25289,261913,1671628,4740,787,14
2021-05-20,1677082,1624354,30300,7111408,16804438,714,1565,17,19339,269155,1672326,4756,698,16
2021-05-21,1677784,1625957,30313,7139089,17004045,702,1603,13,27681,199607,1673015,4769,689,13
2021-05-22,1678129,1626408,30324,7148992,17051872,345,451,11,9903,47827,1673355,4774,340,5
2021-05-23,1678332,1626842,30337,7153456,17119659,203,434,13,4464,67787,1673556,4776,201,2
2021-05-24,1679050,1628978,30343,7183747,17477714,718,2136,6,30291,358055,1674265,4785,709,9
2021-05-25,1679731,1630507,30351,7205124,17734934,681,1529,8,21377,257220,1674935,4796,670,11
2021-05-26,1680299,1631835,30362,7226938,17956361,568,1328,11,21814,221427,1675496,4803,561,7
2021-05-27,1680829,1632950,30378,7244254,18187123,530,1115,16,17316,230762,1676019,4810,523,7
2021-05-28,1681305,1634077,30385,7266231,18367356,476,1127,7,21977,180233,1676487,4818,468,8
2021-05-29,1681533,1634476,30391,7275199,18414344,228,399,6,8968,46988,1676712,4821,225,3
2021-05-30,1681652,1634811,30395,7279702,18474840,119,335,4,4503,60496,1676829,4823,117,2
2021-05-31,1682192,1636283,30405,7308077,18801597,540,1472,10,28375,326757,1677362,4830,533,7
2021-06-01,1682686,1637335,30412,7333824,19028614,494,1052,7,25747,227017,1677849,4837,487,7
2021-06-02,1683053,1638104,30417,7360095,19229866,367,769,5,26271,201252,1678209,4844,360,7
2021-06-03,1683500,1638795,30420,7386283,19442972,447,691,3,26188,213106,1678648,4852,439,8
2021-06-04,1683836,1639496,30427,7412917,19607530,336,701,7,26634,164558,1678982,4854,334,2
2021-06-05,1683994,1639756,30430,7424979,19646648,158,260,3,12062,39118,1679138,4856,156,2
2021-06-06,1684094,1639972,30434,7430912,19696187,100,216,4,5933,49539,1679238,4856,100,0
2021-06-07,1684400,1640876,30438,7462764,19958634,306,904,4,31852,262447,1679538,4862,300,6
2021-06-08,1684795,1641526,30444,7486326,20148396,395,650,6,23562,189762,1679929,4866,391,4
2021-06-09,1685065,1642096,30446,7516806,20321409,270,570,2,30480,173013,1680193,4872,264,6
2021-06-10,1685269,1642590,30452,7537686,20510534,204,494,6,20880,189125,1680391,4878,198,6
2021-06-11,1685456,1643021,30454,7565775,20663798,187,431,2,28089,153264,1680575,4881,184,3
2021-06-12,1685536,1643216,30458,7578109,20699998,80,195,4,12334,36200,1680652,4884,77,3
2021-06-13,1685579,1643359,30461,7584663,20742700,43,143,3,6554,42702,1680694,4885,42,1
2021-06-14,1685762,1644057,30461,7618444,20967349,183,698,0,33781,224649,1680875,4887,181,2
2021-06-15,1685982,1644523,30465,7646190,21135169,220,466,4,27746,167820,1681090,4892,215,5
2021-06-16,1686122,1644911,30466,7677050,21291928,140,388,1,30860,156759,1681224,4898,134,6
2021-06-17,1686295,1645219,30471,7706036,21475241,173,308,5,28986,183313,1681394,4901,170,3
2021-06-18,1686448,1645532,30474,7743354,21621746,153,313,3,37318,146505,1681544,4904,150,3
2021-06-19,1686515,1645676,30474,7756887,21657801,67,144,0,13533,36055,1681610,4905,66,1
2021-06-20,1686575,1645772,30475,7763859,21695241,60,96,1,6972,37440,1681669,4906,59,1
2021-06-21,1686702,1646217,30476,7794837,21893629,127,445,1,30978,198388,1681793,4909,124,3
2021-06-22,1686816,1646504,30479,7820066,22035725,114,287,3,25229,142096,1681906,4910,113,1
2021-06-23,1686938,1646727,30479,7844247,22173527,122,223,0,24181,137802,1682023,4915,117,5
2021-06-24,1687043,1646928,30483,7874009,22328026,105,201,4,29762,154499,1682124,4919,101,4
2021-06-25,1687179,1647125,30484,7902118,22450361,136,197,1,28109,122335,1682259,4920,135,1
2021-06-26,1687247,1647179,30486,7926034,22480409,68,54,2,23916,30048,1682326,4921,67,1
2021-06-27,1687306,1647246,30486,7933704,22513409,59,67,0,7670,33000,1682385,4921,59,0
2021-06-28,1687469,1647487,30486,7966194,22685582,163,241,0,32490,172173,1682543,4926,158,5
2021-06-29,1687635,1647657,30486,8010314,22786626,166,170,0,44120,101044,1682705,4930,162,4
2021-06-30,1687782,1647779,30488,8049494,22889005,147,122,2,39180,102379,1682845,4937,140,7
2021-07-01,1687959,1647908,30489,8098353,22972895,177,129,1,48859,83890,1683015,4944,170,7
2021-07-02,1688138,1648048,30491,8148108,23082619,179,140,2,49755,109724,1683183,4955,168,11
2021-07-03,1688266,1648108,30491,8185969,23124898,128,60,0,37861,42279,1683308,4958,125,3
2021-07-04,1688378,1648163,30493,8198778,23160025,112,55,2,12809,35127,1683417,4961,109,3
2021-07-05,1688513,1648299,30493,8211477,23196768,135,136,0,12699,36743,1683547,4966,130,5
2021-07-06,1688626,1648406,30493,8221151,23228084,113,107,0,9674,31316,1683658,4968,111,2
2021-07-07,1688913,1648539,30494,8244817,23288426,287,133,1,23666,60342,1683940,4973,282,5
2021-07-08,1689186,1648655,30494,8276448,23353464,273,116,0,31631,65038,1684202,4984,262,11
2021-07-09,1689484,1648772,30494,8314130,23452639,298,117,0,37682,99175,1684492,4992,290,8
2021-07-10,1689659,1648846,30494,8339882,23498601,175,74,0,25752,45962,1684657,5002,165,10
2021-07-11,1689822,1648939,30496,8354128,23552513,163,93,2,14246,53912,1684815,5007,158,5
2021-07-12,1690073,1649128,30496,8384486,23643810,251,189,0,30358,91297,1685059,5014,244,7
2021-07-13,1690404,1649293,30496,8415360,23708470,331,165,0,30874,64660,1685382,5022,323,8
2021-07-14,1690675,1649484,30496,8444599,23766342,271,191,0,29239,57872,1685641,5034,259,12
2021-07-15,1690904,1649644,30496,8481899,23849212,229,160,0,37300,82870,1685861,5043,220,9
2021-07-16,1691158,1649820,30498,8528673,23960549,254,176,2,46774,111337,1686106,5052,245,9
2021-07-17,1691359,1649915,30498,8561067,24014549,201,95,0,32394,54000,1686303,5056,197,4
2021-07-18,1691480,1650012,30499,8575099,24068310,121,97,1,14032,53761,1686421,5059,118,3
2021-07-19,1691707,1650165,30501,8605659,24155240,227,153,2,30560,86930,1686644,5063,223,4
2021-07-20,1692020,1650298,30501,8636310,24206730,313,133,0,30651,51490,1686944,5076,300,13
2021-07-21,1692264,1650609,30502,8665756,24260532,244,311,1,29446,53802,1687178,5086,234,10
2021-07-22,1692484,1650894,30502,8703936,24343421,220,285,0,38180,82889,1687391,5093,213,7
2021-07-23,1692683,1651161,30502,8751011,24464610,199,267,0,47075,121189,1687581,5102,190,9
2021-07-24,1692818,1651313,30502,8781920,24525526,135,152,0,30909,60916,1687709,5109,128,7
2021-07-25,1692902,1651464,30502,8797412,24580411,84,151,0,15492,54885,1687791,5111,82,2
2021-07-26,1693111,1651784,30502,8829415,24666827,209,320,0,32003,86416,1687993,5118,202,7
2021-07-27,1693375,1652112,30502,8864799,24725573,264,328,0,35384,58746,1688250,5125,257,7
2021-07-28,1693582,1652361,30502,8897801,24786388,207,249,0,33002,60815,1688452,5130,202,5
2021-07-29,1693801,1652612,30502,8937433,24868252,219,251,0,39632,81864,1688660,5141,208,11
2021-07-30,1693953,1652855,30502,8988899,24988978,152,243,0,51466,120726,1688801,5152,141,11
2021-07-31,1694070,1652999,30504,9026312,25047310,117,144,2,37413,58332,1688918,5152,117,0
2021-08-01,1694147,1653114,30506,9041482,25098931,77,115,2,15170,51621,1688995,5152,77,0
2021-08-02,1694305,1653415,30507,9075715,25187298,158,301,1,34233,88367,1689146,5159,151,7
2021-08-03,1694555,1653696,30507,9115468,25241860,250,281,0,39753,54562,1689389,5166,243,7
2021-08-04,1694768,1653919,30507,9146700,25296533,213,223,0,31232,54673,1689599,5169,210,3
2021-08-05,1694939,1654124,30508,9187211,25368278,171,205,1,40511,71745,1689765,5174,166,5
2021-08-06,1695124,1654309,30510,9240492,25478222,185,185,2,53281,109944,1689944,5180,179,6
2021-08-07,1695286,1654412,30510,9279140,25529746,162,103,0,38648,51524,1690101,5185,157,5
2021-08-08,1695394,1654516,30510,9298671,25581685,108,104,0,19531,51939,1690208,5186,107,1
2021-08-09,1695575,1654776,30511,9332590,25668872,181,260,1,33919,87187,1690384,5191,176,5
2021-08-10,1695844,1654969,30511,9370930,25724213,269,193,0,38340,55341,1690647,5197,263,6
2021-08-11,1696073,1655184,30512,9403728,25778369,229,215,1,32798,54156,1690870,5203,223,6
2021-08-12,1696268,1655366,30512,9442854,25851597,195,182,0,39126,73228,1691060,5208,190,5
2021-08-13,1696499,1655503,30512,9496795,25966066,231,137,0,53941,114469,1691283,5216,223,8
2021-08-14,1696642,1655595,30512,9536845,26026085,143,92,0,40050,60019,1691425,5217,142,1
2021-08-15,1696719,1655686,30515,9553273,26077605,77,91,3,16428,51520,1691502,5217,77,0
2021-08-16,1696946,1655919,30518,9588855,26158930,227,233,3,35582,81325,1691719,5227,217,10
2021-08-17,1697255,1656125,30519,9622788,26206661,309,206,1,33933,47731,1692019,5236,300,9
2021-08-18,1697474,1656340,30522,9654777,26256587,219,215,3,31989,49926,1692230,5244,211,8
2021-08-19,1697645,1656530,30524,9691487,26322920,171,190,2,36710,66333,1692397,5248,167,4
2021-08-20,1697824,1656704,30525,9738832,26429017,179,174,1,47345,106097,1692569,5255,172,7
2021-08-21,1697964,1656791,30525,9768900,26478086,140,87,0,30068,49069,1692704,5260,135,5
2021-08-22,1698077,1656898,30525,9785158,26526632,113,107,0,16258,48546,1692811,5266,107,6
2021-08-23,1698296,1657190,30526,9816931,26600273,219,292,1,31773,73641,1693025,5271,214,5
2021-08-24,1698556,1657403,30527,9846442,26647651,260,213,1,29511,47378,1693279,5277,254,6
2021-08-25,1698811,1657630,30529,9872927,26694289,255,227,2,26485,46638,1693529,5282,250,5
2021-08-26,1699032,1657822,30529,9902411,26759493,221,192,0,29484,65204,1693746,5286,217,4
2021-08-27,1699221,1658024,30530,9933374,26852196,189,202,1,30963,92703,1693930,5291,184,5
2021-08-28,1699359,1658117,30532,9951237,26890942,138,93,2,17863,38746,1694063,5296,133,5
2021-08-29,1699441,1658243,30533,9961078,26921861,82,126,1,9841,30919,1694144,5297,81,1
2021-08-30,1699685,1658548,30533,9989286,26980739,244,305,0,28208,58878,1694385,5300,241,3
2021-08-31,1699983,1658779,30533,10028535,27033891,298,231,0,39249,53152,1694678,5305,293,5
2021-09-01,1700250,1658985,30533,10077412,27078994,267,206,0,48877,45103,1694942,5308,264,3
2021-09-02,1700565,1659156,30535,10138512,27129778,315,171,2,61100,50784,1695249,5316,307,8
2021-09-03,1700888,1659357,30535,10162430,27207771,323,201,0,23918,77993,1695560,5328,311,12
2021-09-04,1701100,1659470,30535,10179526,27238772,212,113,0,17096,31001,1695768,5332,208,4
2021-09-05,1701244,1659574,30535,10188199,27263972,144,104,0,8673,25200,1695909,5335,141,3
2021-09-06,1701647,1659845,30537,10236066,27317137,403,271,2,47867,53165,1696304,5343,395,8
2021-09-07,1702239,1660084,30540,10279629,27350273,592,239,3,43563,33136,1696887,5352,583,9
2021-09-08,1702632,1660312,30541,10307842,27393068,393,228,1,28213,42795,1697269,5363,382,11
2021-09-09,1703064,1660490,30541,10335763,27455058,432,178,0,27921,61990,1697690,5374,421,11
2021-09-10,1703521,1660697,30541,10365081,27534860,457,207,0,29318,79802,1698138,5383,448,9
2021-09-11,1703775,1660793,30541,10382287,27568116,254,96,0,17206,33256,1698389,5386,251,3
2021-09-12,1703917,1660938,30543,10390613,27595377,142,145,2,8326,27261,1698526,5391,137,5
2021-09-13,1704426,1661225,30543,10412678,27650813,509,287,0,22065,55436,1699022,5404,496,13
2021-09-14,1704996,1661485,30546,10435632,27690632,570,260,3,22954,39819,1699579,5417,557,13
2021-09-15,1705526,1661819,30549,10459204,27734885,530,334,3,23572,44253,1700104,5422,525,5
2021-09-16,1706111,1662091,30549,10484534,27795965,585,272,0,25330,61080,1700669,5442,565,20
2021-09-17,1706569,1662389,30552,10513770,27892530,458,298,3,29236,96565,1701117,5452,448,10
2021-09-18,1706880,1662538,30557,10530830,27930324,311,149,5,17060,37794,1701421,5459,304,7
2021-09-19,1707072,1662706,30559,10538859,27959107,192,168,2,8029,28783,1701609,5463,188,4
2021-09-20,1707568,1663376,30563,10563336,28016665,496,670,4,24477,57558,1702092,5476,483,13
2021-09-21,1708180,1663786,30565,10587491,28056958,612,410,2,24155,40293,1702690,5490,598,14
